hsa,gene_name,gene_concept,year
hsa00230,PDE10A,gene_10846,1999
hsa00230,PDE11A,gene_50940,2000
hsa00230,ADSS1,gene_122622,2000
hsa00230,ADSS2,gene_159,1978
hsa00230,AMPD2,gene_271,1987
hsa00230,AMPD3,gene_272,1963
hsa00230,AMPD1,gene_270,1975
hsa00230,ADK,gene_132,1967
hsa00230,ADA,gene_100,1942
hsa00230,ADA2,gene_51816,1915
hsa00230,AK7,gene_122481,1976
hsa00230,AK4,gene_205,1966
hsa00230,AK5,gene_26289,1946
hsa00230,AK2,gene_204,1963
hsa00230,AK1,gene_203,1951
hsa00230,AK6,gene_102157402,1976
hsa00230,AK3,gene_50808,1976
hsa00230,ENTPD2,gene_954,1997
hsa00230,NTPCR,gene_84284,1970
hsa00230,ENPP1,gene_5167,1987
hsa00230,ENPP3,gene_5169,1956
hsa00230,PDE4A,gene_5141,1994
hsa00230,PDE4B,gene_5142,1993
hsa00230,PDE4C,gene_5143,1993
hsa00230,PDE4D,gene_5144,1994
hsa00230,PDE7A,gene_5150,1984
hsa00230,PDE7B,gene_27115,2000
hsa00230,PDE8B,gene_8622,1998
hsa00230,PDE8A,gene_5151,1998
hsa00230,FHIT,gene_2272,1986
hsa00230,ENPP4,gene_22875,1995
hsa00230,PAPSS2,gene_9060,1988
hsa00230,PAPSS1,gene_9061,1998
hsa00230,ALLC,gene_55821,1966
hsa00232,CYP1A2,gene_1544,1972
hsa00232,NAT2,gene_10,1979
hsa00232,NAT1,gene_9,1988
hsa00232,CYP2A6,gene_1548,1968
hsa00232,CYP2A7,gene_1549,1990
hsa00232,XDH,gene_7498,1950
hsa00240,DHODH,gene_1723,1989
hsa00240,UMPS,gene_7372,1967
hsa00240,CMPK1,gene_51727,1965
hsa00240,CMPK2,gene_129607,1968
hsa00240,NME6,gene_10201,1999
hsa00240,NME7,gene_29922,2005
hsa00240,NME2,gene_4831,1977
hsa00240,NME4,gene_4833,1976
hsa00240,NME1,gene_4830,1980
hsa00240,NME3,gene_4832,1987
hsa00240,ENTPD3,gene_956,1992
hsa00240,ENTPD8,gene_377841,2000
hsa00240,ENTPD1,gene_953,1988
hsa00240,CANT1,gene_124583,1985
hsa00240,ENTPD4,gene_9583,1970
hsa00240,ENTPD5,gene_957,1961
hsa00240,ENTPD6,gene_955,1998
hsa00240,ENPP1,gene_5167,1987
hsa00240,ENPP3,gene_5169,1956
hsa00240,NUDT2,gene_318,1983
hsa00240,CTPS1,gene_1503,1974
hsa00240,CTPS2,gene_56474,2004
hsa00240,UCK1,gene_83549,2001
hsa00240,UCK2,gene_7371,1962
hsa00240,UCKL1,gene_54963,2006
hsa00240,NT5C2,gene_22978,1966
hsa00240,NT5C1A,gene_84618,1975
hsa00240,NT5C1B,gene_93034,1971
hsa00240,NT5C,gene_30833,1975
hsa00240,NT5M,gene_56953,1981
hsa00240,NT5E,gene_4907,1938
hsa00240,UPP1,gene_7378,1968
hsa00240,NT5C3A,gene_51251,1931
hsa00240,CDA,gene_978,1966
hsa00240,RRM1,gene_6240,1980
hsa00240,RRM2B,gene_50484,2000
hsa00240,RRM2,gene_6241,1975
hsa00240,DCTPP1,gene_79077,2005
hsa00240,DCK,gene_1633,1968
hsa00240,DCTD,gene_1635,1961
hsa00240,DTYMK,gene_1841,1964
hsa00240,DUT,gene_1854,1975
hsa00240,TYMP,gene_1890,1967
hsa00240,TK2,gene_7084,1975
hsa00240,TK1,gene_7083,1976
hsa00240,TYMS,gene_7298,1960
hsa00240,DPYD,gene_1806,1957
hsa00240,DPYS,gene_1807,1947
hsa00240,UPB1,gene_51733,1985
hsa00260,SHMT2,gene_6472,1957
hsa00260,SHMT1,gene_6470,1979
hsa00260,AGXT,gene_189,1922
hsa00260,GRHPR,gene_9380,1962
hsa00260,PGAM1,gene_5223,1981
hsa00260,PGAM2,gene_5224,1981
hsa00260,PGAM4,gene_441531,1987
hsa00260,BPGM,gene_669,1965
hsa00260,PHGDH,gene_26227,1967
hsa00260,PSAT1,gene_29968,1987
hsa00260,PSPH,gene_5723,1982
hsa00260,GCAT,gene_23464,1984
hsa00260,ALAS1,gene_211,1954
hsa00260,ALAS2,gene_212,1989
hsa00260,MAOB,gene_4129,1928
hsa00260,MAOA,gene_4128,1978
hsa00260,AOC3,gene_8639,1992
hsa00260,AOC2,gene_314,1967
hsa00260,GLDC,gene_2731,1973
hsa00260,AMT,gene_275,1969
hsa00260,DLD,gene_1738,1910
hsa00260,GCSH,gene_2653,1995
hsa00260,DAO,gene_1610,1940
hsa00260,AGXT2,gene_64902,1988
hsa00260,GATM,gene_2628,1956
hsa00260,GAMT,gene_2593,1975
hsa00260,CHDH,gene_55349,1926
hsa00260,ALDH7A1,gene_501,1954
hsa00260,BHMT,gene_635,1982
hsa00260,DMGDH,gene_29958,1984
hsa00260,PIPOX,gene_51268,1988
hsa00260,SARDH,gene_1757,1979
hsa00260,GNMT,gene_27232,1973
hsa00260,CBS,gene_875,1971
hsa00260,CTH,gene_1491,1952
hsa00260,SDS,gene_10993,1965
hsa00260,SDSL,gene_113675,1976
hsa00260,SRR,gene_63826,1972
hsa00270,CTH,gene_1491,1952
hsa00270,KYAT3,gene_56267,1998
hsa00270,KYAT1,gene_883,1976
hsa00270,CBS,gene_875,1971
hsa00270,BHMT,gene_635,1982
hsa00270,BHMT2,gene_23743,2000
hsa00270,MTR,gene_4548,1976
hsa00270,MAT2B,gene_27430,1984
hsa00270,MAT1A,gene_4143,1941
hsa00270,MAT2A,gene_4144,1974
hsa00270,AMD1,gene_262,1982
hsa00270,SRM,gene_6723,1977
hsa00270,SMS,gene_6611,1982
hsa00270,MTAP,gene_4507,1978
hsa00270,LACC1,gene_144811,2009
hsa00270,MRI1,gene_84245,1987
hsa00270,APIP,gene_51074,2007
hsa00270,ENOPH1,gene_58478,1977
hsa00270,ADI1,gene_55256,1989
hsa00270,TAT,gene_6898,1949
hsa00270,IL4I1,gene_259307,1945
hsa00270,DNMT1,gene_1786,1996
hsa00270,DNMT3A,gene_1788,1999
hsa00270,DNMT3B,gene_1789,1988
hsa00270,AHCYL1,gene_10768,2001
hsa00270,AHCY,gene_191,1977
hsa00270,BCAT2,gene_587,1985
hsa00270,BCAT1,gene_586,1985
hsa00270,AGXT2,gene_64902,1988
hsa00270,GCLC,gene_2729,1960
hsa00270,GCLM,gene_2730,1996
hsa00270,GSS,gene_2937,1955
hsa00270,CDO1,gene_1036,1994
hsa00270,GOT1,gene_2805,1975
hsa00270,GOT2,gene_2806,1956
hsa00270,MPST,gene_4357,1974
hsa00270,TST,gene_7263,1975
hsa00270,LDHA,gene_3939,1964
hsa00270,LDHB,gene_3945,1964
hsa00270,LDHC,gene_3948,1969
hsa00270,MDH1,gene_4190,1967
hsa00270,MDH2,gene_4191,1964
hsa00270,SDS,gene_10993,1965
hsa00270,SDSL,gene_113675,1976
hsa00270,PHGDH,gene_26227,1967
hsa00270,PSAT1,gene_29968,1987
hsa00310,AASS,gene_10157,1973
hsa00310,ALDH7A1,gene_501,1954
hsa00310,AADAT,gene_51166,1978
hsa00310,DHTKD1,gene_55526,2007
hsa00310,DLST,gene_1743,1980
hsa00310,DLD,gene_1738,1910
hsa00310,GCDH,gene_2639,1975
hsa00310,HADHA,gene_3030,1976
hsa00310,EHHADH,gene_1962,1974
hsa00310,ECHS1,gene_1892,1993
hsa00310,HADH,gene_3033,1972
hsa00310,ACAT2,gene_39,1973
hsa00310,ACAT1,gene_38,1973
hsa00310,PIPOX,gene_51268,1988
hsa00310,CAMKMT,gene_79823,1977
hsa00310,KMT2A,gene_4297,1986
hsa00310,KMT2D,gene_8085,1995
hsa00310,KMT2C,gene_58508,1995
hsa00310,KMT2B,gene_9757,1999
hsa00310,KMT2E,gene_55904,2002
hsa00310,SETD1B,gene_23067,1999
hsa00310,SETD1A,gene_9739,1975
hsa00310,SETD7,gene_80854,1985
hsa00310,PRDM9,gene_56979,1978
hsa00310,ASH1L,gene_55870,1996
hsa00310,SMYD2,gene_56950,2006
hsa00310,SMYD3,gene_64754,2004
hsa00310,SMYD1,gene_150572,2007
hsa00310,SUV39H1,gene_6839,1999
hsa00310,SUV39H2,gene_79723,2003
hsa00310,EHMT2,gene_10919,1993
hsa00310,EHMT1,gene_79813,1984
hsa00310,SETDB1,gene_9869,1989
hsa00310,SETDB2,gene_83852,2001
hsa00310,PRDM2,gene_7799,1995
hsa00310,EZH1,gene_2145,1996
hsa00310,EZH2,gene_2146,1996
hsa00310,SETMAR,gene_6419,2004
hsa00310,NSD1,gene_64324,1966
hsa00310,NSD2,gene_7468,1999
hsa00310,NSD3,gene_54904,1998
hsa00310,SETD2,gene_29072,1967
hsa00310,DOT1L,gene_84444,1996
hsa00310,KMT5A,gene_387893,1998
hsa00310,PRDM6,gene_93166,1904
hsa00310,KMT5C,gene_84787,2005
hsa00310,KMT5B,gene_51111,2007
hsa00310,MECOM,gene_2122,1989
hsa00310,PRDM16,gene_63976,1975
hsa00310,TMLHE,gene_55217,1982
hsa00310,ALDH2,gene_217,1982
hsa00310,ALDH3A2,gene_224,1985
hsa00310,ALDH1B1,gene_219,1985
hsa00310,ALDH9A1,gene_223,1959
hsa00310,BBOX1,gene_8424,1964
hsa00310,PLOD1,gene_5351,1975
hsa00310,PLOD2,gene_5352,1987
hsa00310,PLOD3,gene_8985,1990
hsa00310,COLGALT1,gene_79709,2008
hsa00310,COLGALT2,gene_23127,2008
hsa00330,GATM,gene_2628,1956
hsa00330,GAMT,gene_2593,1975
hsa00330,CKM,gene_1158,1959
hsa00330,CKMT1A,gene_548596,2010
hsa00330,CKMT2,gene_1160,1991
hsa00330,CKB,gene_1152,1975
hsa00330,CKMT1B,gene_1159,1988
hsa00330,AZIN2,gene_113451,1946
hsa00330,AGMAT,gene_79814,1977
hsa00330,ODC1,gene_4953,1968
hsa00330,SRM,gene_6723,1977
hsa00330,SMS,gene_6611,1982
hsa00330,AMD1,gene_262,1982
hsa00330,AOC1,gene_26,1932
hsa00330,SMOX,gene_54498,1955
hsa00330,ALDH2,gene_217,1982
hsa00330,ALDH3A2,gene_224,1985
hsa00330,ALDH1B1,gene_219,1985
hsa00330,ALDH7A1,gene_501,1954
hsa00330,ALDH9A1,gene_223,1959
hsa00330,CNDP1,gene_84735,1969
hsa00330,CNDP2,gene_55748,1969
hsa00330,SAT2,gene_112483,1973
hsa00330,SAT1,gene_6303,1963
hsa00330,MAOB,gene_4129,1928
hsa00330,MAOA,gene_4128,1978
hsa00330,NOS1,gene_4842,1966
hsa00330,NOS2,gene_4843,1935
hsa00330,NOS3,gene_4846,1976
hsa00330,ARG2,gene_384,1971
hsa00330,ARG1,gene_383,1973
hsa00330,OAT,gene_4942,1957
hsa00330,PYCR2,gene_29920,2012
hsa00330,PYCR1,gene_5831,1975
hsa00330,PRODH,gene_5625,1802
hsa00330,ALDH4A1,gene_8659,1992
hsa00330,ALDH18A1,gene_5832,1981
hsa00330,LAP3,gene_51056,1962
hsa00330,P4HA2,gene_8974,2003
hsa00330,P4HA3,gene_283208,2010
hsa00330,P4HA1,gene_5033,1998
hsa00330,PRODH2,gene_58510,2002
hsa00330,GOT1,gene_2805,1975
hsa00330,GOT2,gene_2806,1956
hsa00330,HOGA1,gene_112817,1990
hsa00330,DAO,gene_1610,1940
hsa00340,HAL,gene_3034,1831
hsa00340,FTCD,gene_10841,1975
hsa00340,HDC,gene_3067,1948
hsa00340,AOC1,gene_26,1932
hsa00340,ALDH2,gene_217,1982
hsa00340,ALDH3A2,gene_224,1985
hsa00340,ALDH1B1,gene_219,1985
hsa00340,ALDH7A1,gene_501,1954
hsa00340,ALDH9A1,gene_223,1959
hsa00340,ASPA,gene_443,1962
hsa00340,HNMT,gene_3176,1970
hsa00340,MAOB,gene_4129,1928
hsa00340,MAOA,gene_4128,1978
hsa00340,ALDH3B1,gene_221,1988
hsa00340,ALDH3B2,gene_222,1985
hsa00340,ALDH3A1,gene_218,1981
hsa00340,CNDP2,gene_55748,1969
hsa00340,CNDP1,gene_84735,1969
hsa00350,GOT1,gene_2805,1975
hsa00350,GOT2,gene_2806,1956
hsa00350,TAT,gene_6898,1949
hsa00350,IL4I1,gene_259307,1945
hsa00350,HPD,gene_3242,1975
hsa00350,HGD,gene_3081,1955
hsa00350,GSTZ1,gene_2954,1967
hsa00350,FAH,gene_2184,1973
hsa00350,TYR,gene_7299,1906
hsa00350,TH,gene_7054,1965
hsa00350,DCT,gene_1638,1969
hsa00350,TYRP1,gene_7306,1973
hsa00350,DDC,gene_1644,1947
hsa00350,DBH,gene_1621,1964
hsa00350,PNMT,gene_5409,1967
hsa00350,COMT,gene_1312,1958
hsa00350,LRTOMT,gene_220074,2006
hsa00350,MAOB,gene_4129,1928
