hsa,gene_name,gene_concept,year
hsa00350,ADH1B,gene_125,1973
hsa00350,ADH1C,gene_126,1972
hsa00350,ADH7,gene_131,1972
hsa00350,ADH5,gene_128,1955
hsa00350,TPO,gene_7173,1959
hsa00350,AOX1,gene_316,1940
hsa00350,MIF,gene_4282,1953
hsa00360,PAH,gene_5053,1920
hsa00360,DDC,gene_1644,1947
hsa00360,AOC3,gene_8639,1992
hsa00360,AOC2,gene_314,1967
hsa00360,MAOB,gene_4129,1928
hsa00360,MAOA,gene_4128,1978
hsa00360,ALDH3A1,gene_218,1981
hsa00360,GOT1,gene_2805,1975
hsa00360,GOT2,gene_2806,1956
hsa00360,TAT,gene_6898,1949
hsa00360,IL4I1,gene_259307,1945
hsa00360,HPD,gene_3242,1975
hsa00360,MIF,gene_4282,1953
hsa00380,TDO2,gene_6999,1941
hsa00380,IDO1,gene_3620,1947
hsa00380,AFMID,gene_125061,1954
hsa00380,HAAO,gene_23498,1930
hsa00380,DLST,gene_1743,1980
hsa00380,DLD,gene_1738,1910
hsa00380,GCDH,gene_2639,1975
hsa00380,HADHA,gene_3030,1976
hsa00380,EHHADH,gene_1962,1974
hsa00380,HADH,gene_3033,1972
hsa00380,ACAT1,gene_38,1973
hsa00380,KYAT1,gene_883,1976
hsa00380,DDC,gene_1644,1947
hsa00380,MAOB,gene_4129,1928
hsa00380,MAOA,gene_4128,1978
hsa00380,ALDH2,gene_217,1982
hsa00380,ALDH7A1,gene_501,1954
hsa00380,AOX1,gene_316,1940
hsa00380,ASMT,gene_438,1960
hsa00380,AANAT,gene_15,1973
hsa00380,CYP1A1,gene_1543,1975
hsa00380,CYP1A2,gene_1544,1972
hsa00380,CYP1B1,gene_1545,1969
hsa00380,INMT,gene_11185,1969
hsa00380,IL4I1,gene_259307,1945
hsa00380,AOC1,gene_26,1932
hsa00380,CAT,gene_847,1876
hsa00430,GAD1,gene_2571,1969
hsa00430,GAD2,gene_2572,1991
hsa00430,CSAD,gene_51380,1957
hsa00430,FMO1,gene_2326,1991
hsa00430,FMO2,gene_2327,1992
hsa00430,FMO3,gene_2328,1992
hsa00430,GGT1,gene_2678,1973
hsa00430,BAAT,gene_570,1853
hsa00480,GGT1,gene_2678,1973
hsa00480,GGCT,gene_79017,1975
hsa00480,GCLC,gene_2729,1960
hsa00480,GSS,gene_2937,1955
hsa00480,LAP3,gene_51056,1962
hsa00480,ANPEP,gene_290,1970
hsa00480,GSTA2,gene_2939,1981
hsa00480,GSTT1,gene_2952,1994
hsa00480,GSTM3,gene_2947,1984
hsa00480,GSTM1,gene_2944,1964
hsa00480,GSTA1,gene_2938,1984
hsa00480,GSTM2,gene_2946,1954
hsa00480,GSTP1,gene_2950,1981
hsa00480,GSTK1,gene_373156,1975
hsa00480,HPGDS,gene_27306,1988
hsa00480,GSR,gene_2936,1951
hsa00480,IDH1,gene_3417,1972
hsa00480,PGD,gene_5226,1966
hsa00480,G6PD,gene_2539,1952
hsa00480,TXNDC12,gene_51060,1966
hsa00480,GPX4,gene_2879,1986
hsa00480,GPX2,gene_2877,1986
hsa00480,GPX3,gene_2878,1971
hsa00480,GPX1,gene_2876,1978
hsa00480,ODC1,gene_4953,1968
hsa00480,SRM,gene_6723,1977
hsa00480,SMS,gene_6611,1982
hsa00480,RRM1,gene_6240,1980
hsa00480,RRM2,gene_6241,1975
hsa00500,MGAM,gene_8972,1980
hsa00500,GAA,gene_2548,1967
hsa00500,SI,gene_6476,1940
hsa00500,UGP2,gene_7360,1963
hsa00500,ENPP1,gene_5167,1987
hsa00500,ENPP3,gene_5169,1956
hsa00500,GBA3,gene_57733,1927
hsa00500,GYS1,gene_2997,1976
hsa00500,PYGM,gene_5837,1977
hsa00500,PYGB,gene_5834,1968
hsa00500,AGL,gene_178,1968
hsa00500,AMY2A,gene_279,1948
hsa00500,AMY1A,gene_276,1937
hsa00500,AMY2B,gene_280,1978
hsa00500,TREH,gene_11181,1953
hsa00500,PGM1,gene_5236,1968
hsa00500,PGM2,gene_55276,1961
hsa00500,HK3,gene_3101,1951
hsa00500,HK1,gene_3098,1945
hsa00500,HK2,gene_3099,1951
hsa00500,GCK,gene_2645,1952
hsa00500,G6PC1,gene_2538,1948
hsa00500,GPI,gene_2821,1952
hsa00561,ALDH2,gene_217,1982
hsa00561,ALDH7A1,gene_501,1954
hsa00561,AKR1B1,gene_231,1960
hsa00561,AKR1A1,gene_10327,1938
hsa00561,GK2,gene_2712,1975
hsa00561,GK,gene_2710,1957
hsa00561,DGKB,gene_1607,1950
hsa00561,CEL,gene_1056,1948
hsa00561,PNPLA2,gene_57104,1975
hsa00561,PNLIP,gene_5406,1927
hsa00561,LIPC,gene_3990,1961
hsa00561,LIPF,gene_8513,1965
hsa00561,LPL,gene_4023,1956
hsa00561,MGLL,gene_11343,1964
hsa00561,GLA,gene_2717,1951
hsa00562,MTM1,gene_4534,1989
hsa00562,OCRL,gene_4952,1988
hsa00562,PIK3CA,gene_5290,1993
hsa00562,PTEN,gene_5728,1800
hsa00562,INPP5D,gene_3635,1794
hsa00562,PIK3C2A,gene_5286,1962
hsa00562,PIKFYVE,gene_200576,1971
hsa00562,PLCB1,gene_23236,1973
hsa00562,PLCB3,gene_5331,1993
hsa00562,PLCD1,gene_5333,1989
hsa00562,PLCG1,gene_5335,1976
hsa00562,PLCG2,gene_5336,1989
hsa00562,IMPA1,gene_3612,1971
hsa00562,CDIPT,gene_10423,1975
hsa00562,ISYNA1,gene_51477,1973
hsa00562,TPI1,gene_7167,1952
hsa00564,GPD1,gene_2819,1957
hsa00564,GNPAT,gene_8443,1984
hsa00564,DGKB,gene_1607,1950
hsa00564,CHPT1,gene_56994,1965
hsa00564,LCAT,gene_3931,1966
hsa00564,PLA2G10,gene_8399,1993
hsa00564,PLA2G1B,gene_5319,1967
hsa00564,PLA2G5,gene_5322,1980
hsa00564,PLA2G2A,gene_5320,1984
hsa00564,PLA2G4A,gene_5321,1973
hsa00564,PLB1,gene_151056,1966
hsa00564,LPCAT3,gene_10162,1971
hsa00564,LYPLA1,gene_10434,1975
hsa00564,PNPLA6,gene_10908,1978
hsa00564,CHAT,gene_1103,1925
hsa00564,ACHE,gene_43,1941
hsa00564,CHKA,gene_1119,1972
hsa00564,PCYT1B,gene_9468,1983
hsa00564,PEMT,gene_10400,1981
hsa00564,CDS1,gene_1040,1966
hsa00564,CRLS1,gene_54675,1970
hsa00564,TAFAZZIN,gene_6901,1959
hsa00564,CDIPT,gene_10423,1975
hsa00565,AGPS,gene_8540,1977
hsa00565,CHPT1,gene_56994,1965
hsa00565,PLA2G10,gene_8399,1993
hsa00565,PLA2G1B,gene_5319,1967
hsa00565,PLA2G5,gene_5322,1980
hsa00565,PLA2G2A,gene_5320,1984
hsa00565,PLA2G4A,gene_5321,1973
hsa00565,PLB1,gene_151056,1966
hsa00565,ENPP2,gene_5168,1975
hsa00565,UGT8,gene_7368,1975
hsa00565,PAFAH1B1,gene_5048,1993
hsa00565,PLA2G7,gene_7941,1984
hsa00590,PLA2G10,gene_8399,1993
hsa00590,PLA2G1B,gene_5319,1967
hsa00590,PLA2G5,gene_5322,1980
hsa00590,PLA2G2A,gene_5320,1984
hsa00590,PLA2G4A,gene_5321,1973
hsa00590,PLB1,gene_151056,1966
hsa00590,PTGS1,gene_5742,1985
hsa00590,PTGS2,gene_5743,1981
hsa00590,PTGES,gene_9536,1976
hsa00590,PTGES3,gene_10728,1967
hsa00590,CBR1,gene_873,1957
hsa00590,HPGD,gene_3248,1975
hsa00590,TBXAS1,gene_6916,1976
hsa00590,PTGDS,gene_5730,1967
hsa00590,HPGDS,gene_27306,1988
hsa00590,PTGIS,gene_5740,1980
hsa00590,ALOX5,gene_240,1980
hsa00590,LTA4H,gene_4048,1984
hsa00590,CYP4F3,gene_4051,1966
hsa00590,LTC4S,gene_4056,1986
hsa00590,GGT1,gene_2678,1973
hsa00590,GPX4,gene_2879,1986
hsa00590,CYP2E1,gene_1571,1984
hsa00590,CYP2C19,gene_1557,1971
hsa00590,ALOX12,gene_239,1982
hsa00590,CYP2B6,gene_1555,1967
hsa00590,CYP2C8,gene_1558,1986
hsa00590,CYP2C9,gene_1559,1987
hsa00590,EPHX2,gene_2053,1955
hsa00590,ALOX15,gene_246,1980
hsa00600,ASAH1,gene_427,1976
hsa00600,DEGS1,gene_8560,1971
hsa00600,DEGS2,gene_123099,1988
hsa00600,SGMS1,gene_259230,1847
hsa00600,SMPD1,gene_6609,1980
hsa00600,SMPD2,gene_6610,1979
hsa00600,SPHK1,gene_8877,1976
hsa00600,SGPL1,gene_8879,1975
hsa00600,GBA1,gene_2629,1973
hsa00600,GLB1,gene_2720,1952
hsa00600,UGT8,gene_7368,1975
hsa00600,GALC,gene_2581,1970
hsa00600,ARSA,gene_410,1967
hsa00600,NEU1,gene_4758,1948
hsa00600,NEU3,gene_10825,1967
hsa00600,GLA,gene_2717,1951
hsa00600,HEXA,gene_3073,1945
hsa00600,HEXB,gene_3074,1975
hsa00600,PSAP,gene_5660,1978
hsa00620,PDHA1,gene_5160,1985
hsa00620,DLAT,gene_1737,1983
hsa00620,DLD,gene_1738,1910
hsa00620,ADH1A,gene_124,1955
hsa00620,ADH1B,gene_125,1973
hsa00620,ADH1C,gene_126,1972
hsa00620,ADH7,gene_131,1972
hsa00620,ADH5,gene_128,1955
hsa00620,AKR1A1,gene_10327,1938
hsa00620,PKM,gene_5315,1974
hsa00620,PKLR,gene_5313,1973
hsa00620,ACACA,gene_31,1980
hsa00620,ALDH2,gene_217,1982
hsa00620,ALDH7A1,gene_501,1954
hsa00620,LDHA,gene_3939,1964
hsa00620,LDHB,gene_3945,1964
hsa00620,LDHC,gene_3948,1969
hsa00620,LDHD,gene_197257,1966
hsa00620,GLO1,gene_2739,1957
hsa00620,HAGH,gene_3029,1956
hsa00620,GRHPR,gene_9380,1962
hsa00620,ME2,gene_4200,1961
hsa00620,ME1,gene_4199,1954
hsa00620,PC,gene_5091,1950
hsa00620,MDH1,gene_4190,1967
hsa00620,MDH2,gene_4191,1964
hsa00620,FH,gene_2271,1928
hsa00620,PCK1,gene_5105,1965
hsa00620,PCK2,gene_5106,1963
hsa00620,ACAT1,gene_38,1973
hsa00670,DHFR,gene_1719,1961
hsa00670,SHMT2,gene_6472,1957
hsa00670,SHMT1,gene_6470,1979
hsa00670,GART,gene_2618,1871
hsa00670,ATIC,gene_471,1916
hsa00670,AMT,gene_275,1969
hsa00670,MTR,gene_4548,1976
hsa00670,TYMS,gene_7298,1960
hsa00670,MTHFR,gene_4524,1971
hsa00760,PNP,gene_4860,1953
hsa00760,NT5C2,gene_22978,1966
hsa00760,NT5C1A,gene_84618,1975
hsa00760,NT5C,gene_30833,1975
hsa00760,NT5E,gene_4907,1938
hsa00760,NMNAT1,gene_64802,1967
hsa00760,ENPP1,gene_5167,1987
hsa00760,ENPP3,gene_5169,1956
hsa00760,CD38,gene_952,1975
hsa00760,NADK,gene_65220,1966
hsa00760,NNMT,gene_4837,1990
hsa00760,AOX1,gene_316,1940
hsa00790,GCH1,gene_2643,1981
hsa00790,ALPL,gene_249,1986
hsa00790,ALPI,gene_248,1951
hsa00790,ALPP,gene_250,1872
hsa00790,ALPG,gene_251,1972
hsa00790,DHFR,gene_1719,1961
hsa00790,FPGS,gene_2356,1980
hsa00790,GGH,gene_8836,1966
hsa00790,PTS,gene_5805,1977
hsa00790,SPR,gene_6697,1966
hsa00790,AKR1B1,gene_231,1960
hsa00790,CBR1,gene_873,1957
hsa00790,QDPR,gene_5860,1969
hsa00790,PCBD1,gene_5092,1958
hsa00790,PAH,gene_5053,1920
hsa00790,TH,gene_7054,1965
hsa00790,GPHN,gene_10243,1983
hsa00830,ADH1A,gene_124,1955
hsa00830,ADH1B,gene_125,1973
hsa00830,ADH1C,gene_126,1972
hsa00830,ADH7,gene_131,1972
hsa00830,ADH5,gene_128,1955
hsa00830,DHRS9,gene_10170,1956
hsa00830,HSD17B6,gene_8630,1965
hsa00830,LRAT,gene_9227,1989
hsa00830,PNPLA4,gene_8228,1979
hsa00830,AOX1,gene_316,1940
hsa00830,ALDH1A1,gene_216,1976
hsa00830,CYP1A1,gene_1543,1975
hsa00830,CYP1A2,gene_1544,1972
hsa00830,CYP2A6,gene_1548,1968
hsa00830,CYP2B6,gene_1555,1967
hsa00830,CYP2C8,gene_1558,1986
hsa00830,CYP2C9,gene_1559,1987
hsa00830,CYP3A4,gene_1576,1986
hsa00830,CYP3A5,gene_1577,1985
hsa00830,CYP3A7,gene_1551,1974
hsa00830,UGT1A6,gene_54578,1987
hsa00830,UGT1A4,gene_54657,1981
hsa00830,UGT1A1,gene_54658,1978
hsa00830,UGT2B7,gene_7364,1990
