hsa,gene_name,gene_concept,year
hsa00561,LPL,gene_4023,1956
hsa00561,MGLL,gene_11343,1964
hsa00561,GLA,gene_2717,1951
hsa00562,PTEN,gene_5728,1800
hsa00562,INPP5D,gene_3635,1794
hsa00562,PIK3C2A,gene_5286,1962
hsa00562,PLCB1,gene_23236,1973
hsa00562,PLCG1,gene_5335,1976
hsa00562,IMPA1,gene_3612,1971
hsa00562,TPI1,gene_7167,1952
hsa00564,GPD1,gene_2819,1957
hsa00564,GNPAT,gene_8443,1984
hsa00564,DGKB,gene_1607,1950
hsa00564,CHPT1,gene_56994,1965
hsa00564,LCAT,gene_3931,1966
hsa00564,PLA2G1B,gene_5319,1967
hsa00564,PLA2G2A,gene_5320,1984
hsa00564,PLA2G4A,gene_5321,1973
hsa00564,PLB1,gene_151056,1966
hsa00564,LPCAT3,gene_10162,1971
hsa00564,PNPLA6,gene_10908,1978
hsa00564,CHAT,gene_1103,1925
hsa00564,ACHE,gene_43,1941
hsa00564,CHKA,gene_1119,1972
hsa00564,PCYT1B,gene_9468,1983
hsa00564,CDS1,gene_1040,1966
hsa00564,TAFAZZIN,gene_6901,1959
hsa00565,AGPS,gene_8540,1977
hsa00565,CHPT1,gene_56994,1965
hsa00565,PLA2G1B,gene_5319,1967
hsa00565,PLA2G2A,gene_5320,1984
hsa00565,PLA2G4A,gene_5321,1973
hsa00565,PLB1,gene_151056,1966
hsa00565,PLA2G7,gene_7941,1984
hsa00590,PLA2G1B,gene_5319,1967
hsa00590,PLA2G2A,gene_5320,1984
hsa00590,PLA2G4A,gene_5321,1973
hsa00590,PLB1,gene_151056,1966
hsa00590,PTGES,gene_9536,1976
hsa00590,PTGES3,gene_10728,1967
hsa00590,CBR1,gene_873,1957
hsa00590,HPGD,gene_3248,1975
hsa00590,PTGDS,gene_5730,1967
hsa00590,PTGIS,gene_5740,1980
hsa00590,ALOX5,gene_240,1980
hsa00590,LTA4H,gene_4048,1984
hsa00590,CYP4F3,gene_4051,1966
hsa00590,GGT1,gene_2678,1973
hsa00590,GPX4,gene_2879,1986
hsa00590,CYP2E1,gene_1571,1984
hsa00590,CYP2C19,gene_1557,1971
hsa00590,CYP2B6,gene_1555,1967
hsa00590,EPHX2,gene_2053,1955
hsa00590,ALOX15,gene_246,1980
hsa00600,ASAH1,gene_427,1976
hsa00600,DEGS1,gene_8560,1971
hsa00600,SGMS1,gene_259230,1847
hsa00600,SMPD1,gene_6609,1980
hsa00600,SGPL1,gene_8879,1975
hsa00600,GBA1,gene_2629,1973
hsa00600,GLB1,gene_2720,1952
hsa00600,GALC,gene_2581,1970
hsa00600,ARSA,gene_410,1967
hsa00600,NEU1,gene_4758,1948
hsa00600,GLA,gene_2717,1951
hsa00600,HEXA,gene_3073,1945
hsa00600,HEXB,gene_3074,1975
hsa00600,PSAP,gene_5660,1978
hsa00620,PDHA1,gene_5160,1985
hsa00620,DLD,gene_1738,1910
hsa00620,ADH1A,gene_124,1955
hsa00620,ADH1B,gene_125,1973
hsa00620,ADH1C,gene_126,1972
hsa00620,ADH5,gene_128,1955
hsa00620,AKR1A1,gene_10327,1938
hsa00620,PKM,gene_5315,1974
hsa00620,PKLR,gene_5313,1973
hsa00620,ACACA,gene_31,1980
hsa00620,ALDH2,gene_217,1982
hsa00620,ALDH7A1,gene_501,1954
hsa00620,LDHA,gene_3939,1964
hsa00620,LDHB,gene_3945,1964
hsa00620,LDHC,gene_3948,1969
hsa00620,LDHD,gene_197257,1966
hsa00620,GLO1,gene_2739,1957
hsa00620,HAGH,gene_3029,1956
hsa00620,GRHPR,gene_9380,1962
hsa00620,ME2,gene_4200,1961
hsa00620,ME1,gene_4199,1954
hsa00620,PC,gene_5091,1950
hsa00620,MDH1,gene_4190,1967
hsa00620,MDH2,gene_4191,1964
hsa00620,FH,gene_2271,1928
hsa00620,PCK1,gene_5105,1965
hsa00620,PCK2,gene_5106,1963
hsa00620,ACAT1,gene_38,1973
hsa00670,DHFR,gene_1719,1961
hsa00670,SHMT2,gene_6472,1957
hsa00670,SHMT1,gene_6470,1979
hsa00670,GART,gene_2618,1871
hsa00670,AMT,gene_275,1969
hsa00670,MTR,gene_4548,1976
hsa00670,TYMS,gene_7298,1960
hsa00670,MTHFR,gene_4524,1971
hsa00760,PNP,gene_4860,1953
hsa00760,NT5C2,gene_22978,1966
hsa00760,NT5E,gene_4907,1938
hsa00760,ENPP3,gene_5169,1956
hsa00760,CD38,gene_952,1975
hsa00760,NADK,gene_65220,1966
hsa00760,AOX1,gene_316,1940
hsa00790,GCH1,gene_2643,1981
hsa00790,ALPI,gene_248,1951
hsa00790,ALPP,gene_250,1872
hsa00790,ALPG,gene_251,1972
hsa00790,DHFR,gene_1719,1961
hsa00790,FPGS,gene_2356,1980
hsa00790,GGH,gene_8836,1966
hsa00790,PTS,gene_5805,1977
hsa00790,SPR,gene_6697,1966
hsa00790,AKR1B1,gene_231,1960
hsa00790,CBR1,gene_873,1957
hsa00790,QDPR,gene_5860,1969
hsa00790,PCBD1,gene_5092,1958
hsa00790,PAH,gene_5053,1920
hsa00790,TH,gene_7054,1965
hsa00830,ADH1A,gene_124,1955
hsa00830,ADH1B,gene_125,1973
hsa00830,ADH1C,gene_126,1972
hsa00830,ADH5,gene_128,1955
hsa00830,DHRS9,gene_10170,1956
hsa00830,HSD17B6,gene_8630,1965
hsa00830,AOX1,gene_316,1940
hsa00830,ALDH1A1,gene_216,1976
hsa00830,CYP1A1,gene_1543,1975
hsa00830,CYP1A2,gene_1544,1972
hsa00830,CYP2A6,gene_1548,1968
hsa00830,CYP2B6,gene_1555,1967
hsa00830,CYP3A4,gene_1576,1986
hsa00830,CYP3A7,gene_1551,1974
hsa00830,UGT1A4,gene_54657,1981
hsa00860,ALAS1,gene_211,1954
hsa00860,ALAD,gene_210,1962
hsa00860,HMBS,gene_3145,1961
hsa00860,UROS,gene_7390,1967
hsa00860,UROD,gene_7389,1971
hsa00860,CPOX,gene_1371,1976
hsa00860,PPOX,gene_5498,1975
hsa00860,FECH,gene_2235,1963
hsa00860,MMAB,gene_326625,1948
hsa00860,HMOX2,gene_3163,1975
hsa00860,UGT1A4,gene_54657,1981
hsa00860,GUSB,gene_2990,1947
hsa00860,HCCS,gene_3052,1977
hsa00860,CP,gene_1356,1952
hsa00860,HEPH,gene_9843,1977
hsa00860,HEPHL1,gene_341208,1980
hsa00860,FXN,gene_2395,1880
hsa00900,ACAT1,gene_38,1973
hsa00900,HMGCR,gene_3156,1970
hsa00900,MVK,gene_4598,1966
hsa00900,MVD,gene_4597,1975
hsa00900,FDPS,gene_2224,1975
hsa00900,DHDDS,gene_79947,1981
hsa00982,CYP2D6,gene_1565,1982
hsa00982,CYP3A4,gene_1576,1986
hsa00982,CYP2C19,gene_1557,1971
hsa00982,CYP2B6,gene_1555,1967
hsa00982,GSTM1,gene_2944,1964
hsa00982,GSTP1,gene_2950,1981
hsa00982,GSTK1,gene_373156,1975
hsa00982,ADH1A,gene_124,1955
hsa00982,ADH1B,gene_125,1973
hsa00982,ADH1C,gene_126,1972
hsa00982,ADH5,gene_128,1955
hsa00982,ALDH3A1,gene_218,1981
hsa00982,MAOB,gene_4129,1928
hsa00982,MAOA,gene_4128,1978
hsa00982,AOX1,gene_316,1940
hsa00982,UGT1A4,gene_54657,1981
hsa00982,CYP1A2,gene_1544,1972
hsa00982,CYP2E1,gene_1571,1984
hsa00982,CYP2A6,gene_1548,1968
hsa00983,HPRT1,gene_3251,1967
hsa00983,IMPDH1,gene_3614,1961
hsa00983,TPMT,gene_7172,1978
hsa00983,XDH,gene_7498,1950
hsa00983,ITPA,gene_3704,1963
hsa00983,CES1,gene_1066,1947
hsa00983,CES2,gene_8824,1853
hsa00983,UGT1A4,gene_54657,1981
hsa00983,GUSB,gene_2990,1947
hsa00983,CYP3A4,gene_1576,1986
hsa00983,CDA,gene_978,1966
hsa00983,TYMP,gene_1890,1967
hsa00983,DPYD,gene_1806,1957
hsa00983,DPYS,gene_1807,1947
hsa00983,CYP2A6,gene_1548,1968
hsa00983,UPP1,gene_7378,1968
hsa00983,UCK2,gene_7371,1962
hsa00983,TK2,gene_7084,1975
hsa00983,TK1,gene_7083,1976
hsa00983,UMPS,gene_7372,1967
hsa00983,CMPK1,gene_51727,1965
hsa00983,RRM1,gene_6240,1980
hsa00983,RRM2,gene_6241,1975
hsa00983,NME1,gene_4830,1980
hsa00983,MPO,gene_4353,1958
hsa00983,CYP2E1,gene_1571,1984
hsa00983,GSTM1,gene_2944,1964
hsa00983,GSTP1,gene_2950,1981
hsa02010,ABCA1,gene_19,1964
hsa02010,ABCB1,gene_5243,1982
hsa02010,ABCB4,gene_5244,1986
hsa02010,ABCB6,gene_10058,1950
hsa02010,ABCB7,gene_22,1975
hsa02010,ABCC1,gene_4363,1961
hsa02010,ABCC6,gene_368,1979
hsa02010,CFTR,gene_1080,1990
hsa02010,ABCC8,gene_6833,1823
hsa02010,ABCG2,gene_9429,1976
hsa03013,AAAS,gene_8086,1948
hsa03013,NUP37,gene_79023,1983
hsa03013,NUP62,gene_23636,1975
hsa03013,TPR,gene_7175,1958
hsa03013,IPO5,gene_3843,1975
hsa03013,RAN,gene_5901,1869
hsa03013,EEF1A1,gene_1915,1973
hsa03013,EEF1A2,gene_1917,1974
hsa03013,RBM8A,gene_9939,1875
hsa03013,ACIN1,gene_22985,1957
hsa03013,NXF1,gene_10482,1897
hsa03050,PSMD1,gene_5707,1972
hsa03050,ADRM1,gene_11047,1979
hsa03050,IFNG,gene_3458,1978
hsa03250,CD4,gene_920,1964
hsa03250,MAP1B,gene_4131,1985
hsa03250,PSIP1,gene_11168,1980
hsa03250,MX1,gene_4599,1976
hsa03250,MX2,gene_4600,1977
hsa03250,CREBBP,gene_1387,1978
hsa03250,EP300,gene_2033,1975
hsa03250,KAT2B,gene_8850,1953
hsa03250,CDK9,gene_1025,1971
hsa03250,MLLT1,gene_4298,1949
hsa03250,NELFCD,gene_51497,1975
hsa03250,NELFE,gene_7936,1963
hsa03250,RAN,gene_5901,1869
hsa03250,FURIN,gene_5045,1964
hsa03320,CD36,gene_948,1961
hsa03320,SLC27A5,gene_10998,1960
hsa03320,FABP1,gene_2168,1985
hsa03320,FABP3,gene_2170,1985
hsa03320,FABP4,gene_2167,1987
hsa03320,APOA1,gene_335,1972
hsa03320,APOA2,gene_336,1972
hsa03320,APOC3,gene_345,1974
hsa03320,ME1,gene_4199,1954
hsa03320,FADS2,gene_9415,1971
hsa03320,SCD,gene_6319,1969
hsa03320,SCD5,gene_79966,1975
hsa03320,CYP7A1,gene_1581,1968
hsa03320,CYP27A1,gene_1593,1973
hsa03320,DBI,gene_1622,1958
hsa03320,LPL,gene_4023,1956
hsa03320,ACSBG1,gene_23205,1968
hsa03320,ACAA1,gene_30,1979
hsa03320,SCP2,gene_6342,1980
hsa03320,CPT1B,gene_1375,1979
hsa03320,CPT2,gene_1376,1973
hsa03320,ACADM,gene_34,1983
hsa03320,MMP1,gene_4312,1973
hsa03320,UCP1,gene_7350,1977
hsa03320,PCK1,gene_5105,1965
hsa03320,PCK2,gene_5106,1963
hsa03320,GK,gene_2710,1957
hsa03410,UNG,gene_7374,1971
hsa03410,MPG,gene_4350,1975
hsa03410,APEX1,gene_328,1843
hsa03410,POLB,gene_5423,1973
hsa03410,POLL,gene_27343,1970
hsa03410,PCNA,gene_5111,1977
hsa03410,POLD1,gene_5424,1976
hsa03410,POLD3,gene_10714,1979
hsa03410,POLE4,gene_56655,1959
hsa03410,PARP1,gene_142,1975
hsa03410,FEN1,gene_2237,1975
hsa04010,CACNA1A,gene_773,1966
hsa04010,CACNA1E,gene_777,1951
hsa04010,CACNA1F,gene_778,1982
hsa04010,CACNA1S,gene_779,1984
hsa04010,PRKCA,gene_5578,1986
hsa04010,PRKCG,gene_5582,1987
hsa04010,PPP3R1,gene_5534,1966
hsa04010,RASGRF1,gene_5923,1984
hsa04010,NF1,gene_4763,1939
hsa04010,RAP1A,gene_5906,1984
hsa04010,EGF,gene_1950,1964
hsa04010,TGFA,gene_7039,1967
hsa04010,EREG,gene_2069,1959
hsa04010,AREG,gene_374,1988
hsa04010,FGF1,gene_2246,1981
hsa04010,FGF2,gene_2247,1986
hsa04010,FGF3,gene_2248,1984
hsa04010,FGF4,gene_2249,1952
hsa04010,FGF7,gene_2252,1983
hsa04010,FGF5,gene_2250,1988
hsa04010,NGF,gene_4803,1964
hsa04010,BDNF,gene_627,1986
hsa04010,NTF3,gene_4908,1958
hsa04010,NTF4,gene_4909,1978
hsa04010,INS,gene_3630,1922
hsa04010,IGF1,gene_3479,1974
hsa04010,IGF2,gene_3481,1978
hsa04010,PDGFA,gene_5154,1984
